Gene	Pi-score
TSPY4	0.046782479
TSPY8	-0.004198655
TSPYL1	-0.095057961
TSPYL2	-0.257269861
TSPYL2	-0.167825947
TSPYL2	-0.118197799
TSPYL2	0.043337063
TSPYL2	0.016717869
TSPYL2	-0.013357667
TSPYL4	0.043176382
TSPYL5	-0.102279071
TSPYL6	-0.021766569
TSR1	-0.027030031
TSR1	9.85E-05
TSR2	-0.252055681
TSR3	0.044098028
TSSC1	-0.193860013
TSSC2	-0.003520491
TSSC4	0.10371887
TSSK1B	-0.006416274
TSSK2	0.029692773
TSSK3	-0.004840077
TSSK4	0.007179378
TSSK6	0.006133802
TST	0.194593341
TSTA3	-0.438851234
TSTD1	0.353406606
TSTD1	0.06431833
TSTD1	0.018320446
TSTD2	0.031916718
TTBK1	1.34E-05
TTBK2	-0.030552692
TTC1	-0.00372049
TTC12	0.077744582
TTC12	-0.030991361
TTC13	0.143140801
TTC13	0.021285425
TTC13	0.028393829
TTC14	0.083664947
TTC14	0.049281201
TTC16	-0.026534531
TTC17	0.003081948
TTC19	-9.72E-05
TTC21A	-0.017003764
TTC21B	-0.003206704
TTC21B	-0.001514875
TTC22	0.006643719
TTC23L	0.012896944
TTC23L	0.003013734
TTC24	-0.037211984
TTC25	0.174319356
TTC26	0.002927273
TTC27	-0.101878334
TTC28	0.118693805
TTC28	-0.01028605
TTC28-AS1	-0.002031482
TTC29	0.007729405
TTC3	-0.133984077
TTC3	-0.00499032
TTC30A	-0.003385331
TTC30B	0.000670013
TTC31	-0.011622806
TTC32	-0.055626239
TTC32	-0.034423722
TTC33	0.015279543
TTC36	0.065579798
TTC37	0.005089811
TTC38	-0.077284723
TTC38	-0.061422264
TTC39A	-0.006082014
TTC39B	-0.121714028
TTC39B	0.009914984
TTC39C	0.003298677
TTC3P1	2.05E-05
TTC4	0.005385863
TTC41P	0.230370992
TTC5	0.104890554
TTC7A	0.060257761
TTC7B	-0.131910847
TTC8	-0.086988551
TTC8	-0.000109643
TTC9	0.265341442
TTC9B	-0.017287731
TTC9C	-0.234713793
TTC9C	0.005541347
TTF1	-0.058923505
TTF1	0.034856318
TTF2	0.003342488
TTI1	-0.035902677
TTI2	-0.02900311
TTK	-0.194331635
TTL	-0.00012887
TTLL1	-0.10596228
TTLL1	-0.054844411
TTLL10	-0.000242954
TTLL11	-0.324159315
TTLL11	-0.09826872
TTLL12	-0.021452346
TTLL2	0.293501619
TTLL2	-0.005514939
TTLL3	0.013729898
TTLL4	-0.026139654
TTLL5	-0.006164482
TTLL6	0.002313479
TTLL7	-0.091187672
TTLL7	0.009798531
TTLL9	0.102417199
TTLL9	-0.01724353
TTN	-0.207107646
TTN	-0.081887157
TTN	-0.011682791
TTN	-0.006532041
TTN	6.15E-06
TTPA	0.000286887
TTPA	-0.000205087
TTPAL	-0.244713717
TTPAL	-0.184016712
TTR	-0.016488866
TTTY1	-0.019559206
TTTY10	-0.008462479
TTTY11	0.117735317
TTTY11	-0.001421211
TTTY12	0.00412035
TTTY13	0.018910952
TTTY13	0.00306124
TTTY14	-0.124753648
TTTY15	-0.041174688
TTTY16	0.00093785
TTTY17A	-0.096051401
TTTY17A	-0.013175142
TTTY17A	0.006586095
TTTY17B	-0.011431462
TTTY17C	0.015734021
TTTY18	0.012154315
TTTY18	-4.75E-06
TTTY19	-0.017735074
TTTY19	0.008242017
TTTY1B	-2.52E-05
TTTY2	0.143725026
TTTY2	-0.018947322
TTTY2	-6.16E-05
TTTY20	-0.001962698
TTTY21	-0.014432352
TTTY21	0.002880145
TTTY21B	0.033319078
TTTY22	-0.023971019
TTTY23	0.00131925
TTTY23B	0.000283992
TTTY2B	0.095205316
TTTY3	-0.01059447
TTTY3B	-0.091299839
TTTY4	-0.087744335
TTTY4B	0.054407274
TTTY4C	-0.110827092
TTTY5	0.052788053
TTTY5	-0.000135791
TTTY6	0.011771856
TTTY6	0.008022378
TTTY6B	0.024270027
TTTY6B	0.016071616
TTTY7	0.070283839
TTTY7	-0.00567054
TTTY7B	0.015091053
TTTY8	-0.199422865
TTTY8B	-0.003590982
TTTY9A	-0.006411063
TTTY9B	-0.006863911
TTYH1	0.049356284
TTYH1	0.001074544
TTYH2	0.034785943
TTYH2	0.050540126
TTYH2	0.0004717
TTYH3	-0.091955341
TUB	0.031888723
TUB	0.00138836
TUB	-0.001327458
TUBA1A	-0.265397334
TUBA1A	-0.021543264
TUBA1B	-0.296003121
TUBA1C	-0.50492518
TUBA1C	-0.109844022
TUBA3C	0.004420971
TUBA3D	-0.541528796
TUBA3D	-0.017607031
TUBA3E	-0.139922551
TUBA3FP	0.508092252
TUBA3FP	0.014356456
TUBA4A	-0.999869505
TUBA4B	-0.000155922
TUBA8	-0.040043569
TUBAL3	0.006513095
TUBB	-0.954536863
TUBB	-0.152146452
TUBB1	-0.007383241
TUBB2A	0.087378135
TUBB2B	-0.082867968
TUBB3	-0.520760812
TUBB4A	0.095602245
TUBB4B	-0.030503357
TUBB6	-0.400098662
TUBB6	-0.287359947
TUBB8	-0.002615537
TUBD1	0.063890198
TUBE1	0.010819567
TUBE1	0.003769953
TUBG1	-0.156027994
TUBG1	-0.106785204
TUBG1	-0.040392626
TUBG1	-0.082996435
TUBG1	0.018177
TUBG2	0.000975015
TUBGCP2	0.066330352
TUBGCP2	-0.002881925
TUBGCP3	-0.00091845
TUBGCP4	0.195202652
TUBGCP5	0.376768085
TUBGCP6	-0.343394699
TUBGCP6	0.095059822
TUFM	-0.653186151
TUFT1	0.399059527
TUG1	0.499481307
TULP1	-0.002062889
TULP2	-0.019892861
TULP3	0.002123602
TULP4	0.069390655
TULP4	0.004658859
TULP4	0.001686598
TUSC1	-0.021125856
TUSC2	-0.000167773
TUSC3	-0.055648147
TUSC3	-3.39E-05
TUSC5	-0.054578215
TUSC7	0.090780144
TUSC7	7.97E-06
TUT1	0.008152122
TVP23A	0.000791981
TVP23B	0.228036522
TVP23B	0.053746898
TVP23B	-9.16E-05
TVP23C	-0.014899888
TVP23C	0.004778823
TWF1	-0.020334289
TWF1	-0.000108839
TWF2	1.516362066
TWIST1	-0.036363663
TWIST2	0.003531382
TWISTNB	-0.017654331
TWSG1	0.26549618
TWSG1	0.022015336
TXK	0.028222603
TXLNA	0.041113486
TXLNB	-0.008049842
TXLNG	-0.027147888
TXLNG	0.000199277
TXN	0.000835496
TXN	0.000451856
TXN2	0.010778371
TXNDC11	4.39E-05
TXNDC12	0.649201175
TXNDC15	0.001537178
TXNDC16	0.379375712
TXNDC17	-0.060889044
TXNDC2	-0.060862937
TXNDC2	0.017326056
TXNDC2	0.002634301
TXNDC5	-0.295584253
TXNDC5	-0.091499456
TXNDC8	-0.003128352
TXNDC9	-0.000369245
TXNIP	0.075437953
TXNL1	-0.117934559
TXNL4A	-0.007206175
TXNL4B	-0.252140302
TXNRD1	-0.167828751
TXNRD1	-0.153193069
TXNRD2	0.011461683
TXNRD2	-0.000334655
TXNRD3NB	-0.023105977
TXNRD3NB	-0.000577035
TYK2	0.331187687
TYMP	0.041258422
TYMP	0.058100376
TYMP	0.050712071
TYMP	-0.028137625
TYMS	-1.905604078
TYMSOS	-0.020483017
TYR	0.000909141
TYRO3	0.002110304
TYROBP	-0.593464603
TYRP1	-0.034969956
TYSND1	0.000153136
TYSND1	0.000111062
TYSND1	-1.88E-06
TYW1	-0.122264219
TYW1B	0.004693178
TYW3	0.011502963
TYW5	0.000399829
U2AF1	-0.433786523
U2AF1	-0.099674047
U2AF1L4	-0.451614568
U2AF1L4	0.296539844
U2AF2	0.458996147
U2AF2	0.001067388
U2SURP	0.012426128
UACA	-0.044044151
UACA	-0.005862125
UACA	0.00516272
UAP1	0.046884404
UAP1L1	-0.762028627
UAP1L1	0.73440624
UBA1	0.04744797
UBA1	0.044792912
UBA1	-0.010021916
UBA2	0.040923854
UBA3	-0.014234455
UBA5	-0.04300999
UBA5	-0.023985815
UBA5	-0.0020963
UBA5	-2.85E-05
UBA52	0.046573009
UBA52	0.009452792
UBA6	0.118711648
UBA7	0.054512662
UBAC1	-0.050818231
UBAC2	0.011447284
UBALD1	-0.037222585
UBALD2	0.192857194
UBAP1	0.145508937
UBAP1L	-0.018612696
UBAP2	0.027868117
UBAP2L	-0.047012724
UBASH3A	-0.004479603
UBASH3A	-0.000705031
UBASH3B	-0.023906746
UBASH3B	0.007770705
UBB	-1.050989929
UBB	-0.13887989
UBC	0.191524552
UBC	0.000821599
UBC	2.45E-05
UBD	-0.425226409
UBE2A	0.396203177
UBE2B	0.516124991
UBE2C	-0.985552965
UBE2C	0.003675657
UBE2D1	-0.000287766
UBE2D2	1.170008352
UBE2D2	0.508458859
UBE2D2	0.446876803
UBE2D3	0.157462388
UBE2D3	-0.08629887
UBE2D3	0.060987075
UBE2D3	0.000636144
UBE2D4	-0.066365979
UBE2DNL	0.002728801
UBE2E1	-0.087830713
UBE2E1	0.046129103
UBE2E2	-0.203011904
UBE2E3	0.049732642
UBE2E3	-0.054664473
UBE2E3	-0.033905718
UBE2E3	-0.033063568
UBE2E3	-0.00943402
UBE2E3	-0.011428035
UBE2E3	-0.002183769
UBE2F	-0.049719634
UBE2G1	0.406169322
UBE2G1	-0.000283632
UBE2G2	0.164099776
UBE2G2	0.055977046
UBE2H	0.068825583
UBE2H	0.040160393
UBE2I	0.031154361
UBE2I	-0.011341426
UBE2I	-0.006005381
UBE2I	-0.002533718
UBE2J1	0.020675897
UBE2J2	-0.000409466
UBE2J2	-1.88E-05
UBE2J2	7.78E-07
UBE2K	-0.022926287
UBE2K	-0.00447338
UBE2K	0.002290903
UBE2L6	-0.334095132
UBE2L6	-0.120699072
UBE2L6	0.003246574
UBE2M	-0.025436668
UBE2MP1	-0.397395146
UBE2MP1	0.03699287
UBE2MP1	-0.019094442
UBE2N	0.106958584
UBE2NL	-0.189318689
UBE2O	0.10841509
UBE2Q1	0.540174808
UBE2Q2	0.123135065
UBE2Q2P1	-0.035526754
UBE2Q2P2	0.003340996
UBE2R2	-0.047346737
UBE2S	-0.001713365
UBE2T	-0.307362175
UBE2U	0.00151705
UBE2V1	0.232026112
UBE2V1	0.014386676
UBE2V1	0.008470485
UBE2V1	0.000316861
UBE2V2	-0.059352082
UBE2V2	2.79E-05
UBE2W	0.057854359
UBE2W	-0.00016705
UBE2Z	-0.030530338
UBE2Z	-0.008690918
UBE2Z	-0.004319717
UBE2Z	-0.000492006
UBE3A	0.115029896
UBE3A	0.098147826
UBE3A	-0.071788267
UBE3B	-0.004019434
UBE3C	0.048687477
UBE3C	0.000491712
UBE3D	-0.008091558
UBE3D	-0.009610293
UBE4A	0.086613238
UBE4B	-5.66E-05
UBFD1	-0.318799862
UBIAD1	-0.004241588
UBL3	0.323912309
UBL4A	6.41E-06
UBL4B	-0.000439124
UBL5	-0.179835514
UBL5	-0.063699568
UBL7	0.01772838
UBL7	-0.013389755
UBLCP1	0.010621371
UBN1	0.046901795
UBN1	0.015539124
UBN2	0.770016956
UBN2	0.608698605
UBOX5	0.038798679
UBOX5	-0.00258872
UBP1	0.025251573
UBQLN1	-0.006094406
UBQLN1	-0.002668753
UBQLN1	0.003176552
UBQLN2	3.93E-05
UBQLN3	-0.003658541
UBQLN4	0.000132919
UBQLNL	-0.0339761
UBR1	-0.008169159
UBR2	0.270760605
UBR3	-0.224815709
UBR3	-0.006478622
UBR4	0.02178275
UBR5	-0.005085551
UBR5	-0.003359134
UBTD1	-0.132554426
UBTD2	0.091634394
UBTD2	-0.039270033
UBTD2	-0.018037118
UBTF	-0.086854279
UBTF	0.058337973
UBTF	0.038179622
UBTF	0.004940464
UBTFL1	0.043459885
UBXN1	-0.034412193
UBXN10	0.294391488
UBXN11	0.189724894
UBXN11	0.189698826
UBXN11	-0.027186757
UBXN11	0.016904425
UBXN11	0.00636899
UBXN2A	0.584998364
UBXN2B	0.08225306
UBXN4	0.637205403
UBXN6	-0.000134704
UBXN7	0.150134987
UBXN7	0.007625541
UBXN8	-0.665762498
UBXN8	-0.057014693
UCA1	0.42878783
UCHL1	-0.541549884
UCHL3	-1.277534101
UCHL5	-0.087808175
UCK1	-0.004107904
UCK2	0.002123404
UCKL1	0.051095035
UCKL1-AS1	0.083219856
UCMA	0.004213519
UCN	0.104998549
UCN	-0.004141697
UCN2	-0.001225777
UCN3	0.055960003
UCP1	-0.120634225
UCP2	0.193544302
UCP3	-0.05153208
UCP3	-0.007456299
UCP3	-0.000109684
UEVLD	0.06083115
UEVLD	-0.001714603
UFC1	-0.418804893
UFD1L	0.410573223
UFD1L	-0.164219612
UFL1	-0.001737054
UFM1	-0.001353777
UFM1	-0.001092212
UFSP1	-0.025225282
UFSP2	-0.032359004
UGCG	0.00773069
UGDH	0.374199315
UGGT1	-0.035180655
UGGT1	0.012398282
UGGT2	-0.102250977
UGP2	-0.418692814
UGP2	-0.607550894
UGP2	-0.345194994
UGP2	-0.035254573
UGP2	-0.001209601
UGT1A1	0.094590787
UGT1A10	0.041238251
UGT1A3	0.55806954
UGT1A4	0.02536082
UGT1A5	0.125557959
UGT1A6	-3.783905926
UGT1A6	-1.699680642
UGT1A6	-0.476521185
UGT1A7	0.005636153
UGT1A8	0.000867286
UGT1A9	0.198057846
UGT2A1	-0.011544991
UGT2A1	0.002803755
UGT2A2	0.007522884
UGT2A3	-0.072895513
UGT2A3	0.00015683
UGT2B10	0.017159541
UGT2B11	0.375393358
UGT2B11	0.07065858
UGT2B15	0.090831311
UGT2B15	1.49E-06
UGT2B17	0.139140924
UGT2B17	0.179337339
UGT2B17	0.052631347
UGT2B17	4.32E-07
UGT2B28	9.64E-07
UGT2B4	0.201786344
UGT2B4	0.000426739
UGT2B7	0.252317462
UGT3A1	0.000925537
UGT3A2	0.044006961
UGT8	-0.247234408
UGT8	-0.060000565
UHMK1	0.186134675
UHMK1	0.034606675
UHRF1	-1.196668063
UHRF1	-0.001887638
UHRF1BP1	0.169850544
UHRF1BP1	-0.003535985
UHRF1BP1L	-0.075374854
UHRF1BP1L	0.019877162
UHRF1BP1L	-0.007851375
UHRF2	0.471528523
UIMC1	0.834401881
ULBP1	0.031891523
ULBP2	-0.392414463
ULBP3	-0.047186243
ULK1	0.585546777
ULK1	0.448956014
ULK1	-0.012257594
ULK2	0.930147934
ULK3	-0.020030776
ULK4	-0.48238987
UMAD1	-0.036800286
UMAD1	0.003500384
UMOD	-0.020501434
UMOD	-0.010565827
UMODL1	-0.040931244
UMODL1	-0.014949149
UMODL1	0.001668033
UMPS	-0.106521755
UNC119	0.001479022
UNC119	-0.000541742
UNC119B	-0.038415157
UNC13A	0.246799333
UNC13A	-0.027270915
UNC13A	-0.000346552
UNC13B	-0.18347649
UNC13C	0.061950776
UNC13C	-0.003724114
UNC13D	0.0164516
UNC45A	0.146300208
UNC45A	-0.008523211
UNC45A	0.008461752
UNC45A	-0.000418358
UNC45B	0.125939222
UNC45B	-0.000756427
UNC50	-0.017047259
UNC5A	-0.067915588
UNC5B	0.06709134
UNC5B	0.000431124
UNC5C	-0.004525048
UNC5CL	0.227763665
UNC5D	-0.020217555
UNC79	-0.018996478
UNC79	-3.52E-05
UNC80	0.002203399
UNC80	0.003752083
UNC93A	-0.000162258
UNC93B1	-0.364414071
UNC93B1	0.020165191
UNCX	-0.170145582
UNCX	-0.036518085
UNCX	-0.070623841
UNCX	0.01212693
UNCX	0.002199741
UNG	-0.053884533
UNG	0.016795702
UNG	0.006696449
UNK	-0.159184914
UNKL	0.065686093
UNKL	0.042841845
UNQ6494	0.031563429
UOX	-0.012358399
UPB1	-0.03130518
UPF1	0.426000712
UPF2	0.103837573
UPF2	0.073583592
UPF2	0.022651341
UPF2	-0.002412114
UPF3A	0.345605207
UPF3A	0.034643153
UPF3B	0.091403203
UPF3B	0.023842999
UPK1A	-0.014791327
UPK1B	0.132324406
UPK2	0.00662632
UPK3A	-0.024456477
UPK3B	0.1230006
UPK3B	0.063672273
UPK3B	0.029437311
UPK3B	0.018180165
UPK3B	0.000941609
UPK3BL	0.332882902
UPP1	0.294394655
UPP1	-0.040594835
UPP2	-0.308810148
UPRT	0.048409478
UQCC1	-0.116891015
UQCC1	0.060307053
UQCC1	0.000456003
UQCC2	-0.917873484
UQCC3	0.004574731
UQCR10	-0.111850122
UQCR10	-0.013324712
UQCR10	0.00403588
UQCR11	0.000139052
UQCRB	-0.214992713
UQCRB	-0.032136486
UQCRB	-0.0074154
UQCRBP1	-0.038594158
UQCRC1	-0.005849718
UQCRC2	-0.190152335
UQCRFS1	-0.382939037
UQCRH	-1.025039517
UQCRH	-1.292230519
UQCRHL	-0.5166026
UQCRQ	-0.669354472
URAD	0.076696573
URAD	-0.009873754
URAHP	-0.004200391
URAHP	0.003731793
URB1	0.000316861
URB2	0.31159323
URB2	-0.000219484
URGCP	0.205509671
URGCP	0.199468911
URM1	-0.211732475
UROC1	0.324215613
UROD	-0.46254149
UROS	-0.038031829
USB1	-0.012179387
USE1	-0.002083962
USF1	-0.0833429
USF1	-0.003550773
USF2	0.020005019
USF2	-0.013581159
USF2	-0.009575498
USF3	0.159411263
USH1C	-0.0233491
USH1C	0.002269229
USH1G	0.001375098
USH2A	0.069073777
USH2A	-0.006667982
USH2A	-0.000638226
USH2A	-3.96E-05
USHBP1	-0.026368823
USMG5	0.328159755
USO1	-0.000247906
USP1	0.42532616
USP1	0.023954333
USP1	3.83E-05
USP10	-0.406949288
USP11	-0.002896073
USP12	0.048151276
USP13	0.003925355
USP13	0.000658775
USP14	0.260004938
USP14	0.27983128
USP15	0.160011332
USP15	0.065143256
USP16	-0.024195723
USP16	-0.001279236
USP16	0.000295739
USP17L2	-0.047961084
USP17L24	0.048695288
USP17L24	0.008946669
USP17L26	-0.030392891
USP17L26	0.000132636
USP17L27	-0.00915455
USP17L28	0.250454676
USP17L29	0.008581842
USP17L30	-0.17802425
USP17L5	0.028708091
USP17L6P	0.174742968
USP17L6P	-0.004912583
USP18	-0.122715449
USP19	2.43E-05
USP2	0.315025462
USP2	0.160521881
USP2	0.045501972
USP20	-0.202979679
USP20	-0.021386607
USP21	-0.037068798
USP21	0.014641893
USP21	-0.021543324
USP22	-0.035428481
USP22	-0.074887973
USP24	0.005252038
USP25	0.213796311
USP26	0.050534886
USP27X	-0.019437408
USP28	-0.112794542
USP29	-0.027907762
USP3	0.142311799
USP30	-0.146216559
USP31	-0.001182716
USP32	0.066340424
USP32	-0.000230376
USP32P1	0.057922847
USP32P2	0.000242944
USP33	0.054915676
USP33	-0.000151594
USP34	0.064162574
USP35	0.015590476
USP37	0.17767449
USP38	0.28011146
USP39	-0.09531732
USP4	0.260809159
USP4	0.081465068
USP40	0.030204039
USP42	0.258816298
USP42	0.127158201
USP43	-0.040206084
USP44	0.021200128
USP44	1.42E-09
USP45	-0.015625915
USP46	0.427875741
USP46	0.053623758
USP47	0.619243393
USP48	0.101459948
USP48	-0.037822431
USP48	0.002853316
USP48	-0.000114861
USP49	0.326824479
USP5	-0.454967249
USP50	0.011856552
USP51	0.039101937
USP51	-0.011236493
USP53	0.067927903
USP54	0.019904106
USP6	0.000819891
USP6NL	0.195981907
USP7	0.34750614
USP8	0.035620888
USP8	-6.63E-05
USP9X	0.150202007
USP9X	0.147328461
USP9Y	0.025924982
USPL1	0.025132763
UST	0.113431237
UTF1	-0.007684443
UTP11	-0.236409147
UTP14A	-0.081197706
UTP14A	-0.031866529
UTP14C	0.066705533
UTP15	-0.004058339
UTP18	-0.179710627
UTP20	-0.157251564
UTP20	0.034094981
UTP20	0.009546951
UTP23	0.03694365
UTP23	0.017681503
UTP3	-0.11286481
UTP3	-0.030198075
UTP4	0.005216202
UTP6	-0.005597071
UTRN	-0.368079338
UTS2	-0.019028201
UTS2	-0.008454561
UTS2	0.004992049
UTS2	0.004677646
UTS2B	0.026177939
UTS2B	-0.006590414
UTS2R	0.011565523
UTY	0.020098069
UTY	0.003765289
UTY	-0.000251963
UVRAG	-0.040907818
UVRAG	0.022708188
UVSSA	0.334694458
UXS1	0.016036117
UXT	-0.133164462
UXT	-0.109822745
VAC14	-0.032291844
VAC14	0.002502998
VAMP1	-0.052016507
VAMP1	0.008857659
VAMP1	0.015225448
VAMP2	0.005487571
VAMP3	0.030408293
VAMP4	-0.360847506
VAMP4	-0.045786244
VAMP5	-0.366340217
VAMP7	0.290464968
VAMP8	0.017429647
VANGL1	0.001462491
VANGL2	-0.000821268
VAPA	0.263647154
VAPA	0.214803567
VAPA	-0.077815559
VAPB	0.214558083
VAPB	2.38E-05
VARS	-0.062139126
VARS	-0.033975766
VARS2	0.044965926
VASH1	-0.053402173
VASH2	-0.42861984
VASN	0.0055136
VASP	-0.029925658
VASP	5.22E-05
VAT1	-0.042792689
VAT1	0.01059312
VAT1L	-1.278882766
VAV1	0.030748478
VAV2	0.387202029
VAV3	-2.031745905
VAV3	0.023013749
VAV3	-0.097584015
VAX1	-0.011473032
VAX2	-0.00997839
VBP1	-0.08096676
VBP1	0.000422054
VCAM1	-0.917208092
VCAM1	-0.587916474
VCAM1	-0.268220875
VCAN	0.000897707
VCL	0.027230467
VCL	-0.008216101
VCL	1.10E-05
VCP	-0.01550435
VCPIP1	0.220267812
VCPKMT	0.061993143
VCPKMT	0.078637978
VCPKMT	0.011063995
VCX	0.033270538
VCX2	-0.073960448
VCX2	0.11774023
VCX2	-0.021529315
VCX2	0.001745183
VCX2	0.003111355
VCX2	0.000776656
VCX2	-9.39E-05
VCX3A	0.058744527
VCX3A	-0.048966109
VCX3A	-0.003701915
VCX3B	-0.080514797
VCX3B	0.031160767
VCY	-0.0010664
VCY	0.0004195
VCY1B	-0.037113495
VDAC1	-0.322386003
VDAC2	-0.366413272
VDAC3	-0.001167308
VDR	-0.016696183
VDR	-0.012767621
VEGFA	0.128290848
VEGFA	0.000757024
VEGFA	0.000986656
VEGFB	-0.167052285
VEGFB	0.1175359
VEGFB	-0.039386974
VEGFC	-0.05681991
VENTX	-0.069537018
VENTXP1	0.057888695
VENTXP1	-0.002453983
VENTXP7	-0.34910001
VENTXP7	-0.000657071
VEPH1	-0.031929965
VEZF1	0.250804375
VEZT	-0.152182225
VEZT	0.003583044
VGF	0.022884024
VGLL1	-0.049531952
VGLL2	-0.432774019
VGLL2	0.061056987
VGLL3	-0.001048507
VGLL4	0.491184775
VHL	0.044925057
VHL	0.017389953
VHL	-5.54E-05
VHLL	0.024296968
VIL1	2.02E-05
VILL	2.26E-07
VIM	-0.5206474
VIM	-0.222669411
VIMP	0.451985484
VIMP	0.087376457
VIMP	0.018562439
VIP	-0.023561302
VIP	-0.009760222
VIPAS39	0.009503347
VIPR1	-0.005178984
VIPR2	0.191848765
VIT	0.031975709
VIT	-0.001202229
VKORC1	-0.290028892
VKORC1	-0.055527023
VKORC1L1	0.051602332
VLDLR	-0.012509714
VLDLR	0.001074791
VLDLR-AS1	0.00477393
VMA21	0.038811673
VMAC	0.001800668
VMO1	-0.000429765
VMP1	0.121180195
VN1R1	0.002153128
VN1R2	0.015474452
VN1R2	-0.025264313
VN1R4	-0.233541302
VN1R5	-0.00153064
VNN1	-0.09707707
VNN2	-0.016465339
VNN2	-0.002295004
VNN2	0.000373468
VNN3	-0.067068942
VNN3	0.008977482
VOPP1	-0.031913621
VOPP1	0.019289964
VPREB1	-0.001549262
VPREB3	0.038156249
VPS11	5.76E-06
VPS13A	1.096652048
VPS13A	0.013426019
VPS13A	0.008657428
VPS13A	-0.00337484
VPS13A	-0.001934739
VPS13A-AS1	-0.008300658
VPS13A-AS1	-0.000894338
VPS13B	0.064054721
VPS13B	0.038807709
VPS13B	0.044609819
VPS13B	0.008244589
VPS13B	0.000565586
VPS13B	-0.000125247
VPS13C	0.069545044
VPS13C	0.000685166
VPS13D	-0.109034139
VPS13D	-0.077041497
VPS13D	1.77E-05
VPS16	0.291269638
VPS16	0.002409236
VPS18	0.037188208
VPS25	-0.231112221
VPS25	-0.206473574
VPS26A	0.067720151
VPS26A	-0.001513865
VPS26B	0.000962461
VPS28	-0.515207159
VPS28	-0.025227484
VPS29	-0.416157081
VPS33A	-0.042658995
VPS33B	0.003364067
VPS35	0.105484505
VPS36	0.400140384
VPS37A	-0.029168095
VPS37A	0.001461754
VPS37B	0.050014816
VPS37C	0.075900961
VPS37D	-0.005533922
VPS39	0.013059814
VPS41	0.935042735
VPS41	0.036399986
VPS41	-0.065614945
VPS41	0.016274107
VPS45	-0.370465334
VPS4A	-0.000104999
VPS4B	0.068770505
VPS50	0.057316181
VPS50	0.013656918
VPS50	0.011141409
VPS51	-0.014614882
VPS52	-0.037194357
VPS53	0.071862004
VPS53	-0.006662389
VPS54	0.051154459
VPS54	0.025426174
VPS72	0.001365851
VPS8	0.293061791
VPS8	0.055210681
VPS9D1	-0.144374346
VPS9D1-AS1	-0.066590769
VRK1	-0.042002143
VRK2	0.005820718
VRK3	0.090584778
VRK3	0.080973358
VRK3	-2.14E-05
VRTN	0.010875948
VSIG1	0.238815255
VSIG10	0.5562686
VSIG10	4.57E-06
VSIG10L	-0.001673228
VSIG2	1.169825941
VSIG4	-0.347482021
VSIG8	0.212889646
VSNL1	-0.015954937
VSNL1	-0.014580323
VSTM1	-4.32E-06
VSTM2A	-0.04626725
VSTM2A	0.02832856
VSTM2A	-0.03344296
VSTM2B	0.187062772
VSTM2B	0.019122132
VSTM2L	9.22E-06
VSTM4	0.034492075
VSTM4	-0.000674878
VSTM4	7.02E-05
VSTM5	-0.003375515
VSX1	-0.025489867
VSX1	-0.019689141
VSX1	-0.011172561
VSX1	-0.00221515
VSX2	-0.004016919
VSX2	0.000663376
VTA1	0.029995238
VTCN1	0.260117308
VTI1A	0.074656027
VTI1B	-0.00436819
VTN	-0.031838874
VTRNA1-1	0.020140358
VTRNA1-2	0.069849723
VTRNA2-1	-0.000177178
VWA1	-0.056193708
VWA1	-0.053405826
VWA1	-0.0234054
VWA1	-0.000732054
VWA3A	0.037793334
VWA3A	0.031067772
VWA3B	-0.025048674
VWA3B	0.001372107
VWA5A	0.11625562
VWA5A	0.003068257
VWA5B1	-0.007721355
VWA5B1	-0.00034739
VWA5B2	0.063891405
VWA7	-0.075411927
VWA8	-0.056144349
VWA8	-0.045113739
VWA8	0.008130148
VWC2	0.065853067
VWC2L	0.013584735
VWCE	-0.04115174
VWDE	0.104436644
VWDE	0.0011906
VWF	-0.2519241
WAC	0.151685908
WAC	0.082617707
WAC	0.082544417
WAPL	0.128068573
WAPL	-0.027012262
WARS	-0.737699464
WARS	-0.427099811
WARS2	0.014588548
WAS	-0.367281647
WASF1	-0.01021149
WASF1	-0.005612145
WASF2	-0.071690956
WASF3	-0.014362802
WASH1	0.421605334
WASH1	1.43E-06
WASH2P	-0.030186788
WASH3P	0.298096348
WASH3P	0.089550997
WASH3P	0.140648406
WASH3P	-0.063119579
WASH3P	0.104683676
WASH3P	0.00234111
WASH7P	0.916057194
WASH7P	-0.014591595
WASL	0.333748994
WBP1	-0.027879538
WBP11	0.025900931
WBP11	-0.016162882
WBP11P1	0.277529555
WBP11P1	0.010760174
WBP11P1	-0.010742479
WBP11P1	-0.000867432
WBP1L	0.009872433
WBP2	0.073443438
WBP2NL	0.054776491
WBP4	0.086627465
WBSCR17	0.042766211
WBSCR22	-0.061332844
WBSCR27	-0.016269962
WBSCR28	0.010004856
WDCP	0.017170176
WDFY1	0.283654721
WDFY2	0.71583029
WDFY2	0.240071835
WDFY3	-0.07481149
WDFY4	0.000693858
WDHD1	0.021933219
WDHD1	0.009584387
WDHD1	0.002333278
WDPCP	0.225314327
WDPCP	0.048931165
WDR1	0.232533333
WDR1	0.036916721
WDR11	0.791281418
WDR11	0.030237583
WDR12	-0.643902426
WDR12	-0.27855859
WDR13	-0.009340753
WDR17	-0.156244088
WDR17	0.006636639
WDR17	0.000417089
WDR18	0.007066299
WDR19	0.92391268
